mode,season,route_id,route_name,dir_id,day_type_id,day_type_name,time_period_id,time_period_name,stop_name,parent_station,total_ons,total_offs,number_service_days,average_ons,average_offs,average_flow,ObjectId
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Back of the Hill,place-bckhl,304,1817,62,5,29,64,2251
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Symphony,place-symcl,4679,22294,62,75,360,923,2252
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Magoun Square,place-mgngl,1044,19,62,17,0,69,2253
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Boston University East,place-buest,171,215,62,3,3,60,2254
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Ball Square,place-balsq,13357,501,62,215,8,947,2255
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Beaconsfield,place-bcnfd,1181,2452,62,19,40,410,2256
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Blandford Street,place-bland,2976,2909,62,48,47,692,2257
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Boston College,place-lake,0,5639,62,0,91,0,2258
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Boston University Central,place-bucen,2275,4778,62,37,77,643,2259
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Boston University East,place-buest,2701,3180,62,44,51,682,2260
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Boylston,place-boyls,40981,34389,62,661,555,6497,2261
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Brandon Hall,place-bndhl,498,1304,62,8,21,249,2262
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Tappan Street,place-tapst,574,6070,62,9,98,261,2263
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Brigham Circle,place-brmnl,627,16937,62,10,273,266,2264
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Medford/Tufts,place-mdftf,2267,0,62,37,0,37,2265
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Boylston,place-boyls,2243,4764,62,36,77,987,2266
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Mission Park,place-mispk,46,351,62,1,6,13,2267
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Brandon Hall,place-bndhl,68,46,62,1,1,16,2268
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Brookline Hills,place-brkhl,1330,2595,62,21,42,429,2269
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Museum of Fine Arts,place-mfa,89,413,62,1,7,122,2270
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Union Square,place-unsqu,8099,0,62,131,0,131,2271
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Brigham Circle,place-brmnl,62,3777,62,1,61,28,2272
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Brookline Village,place-bvmnl,2592,6725,62,42,108,449,2273
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Newton Centre,place-newto,164,566,62,3,9,52,2274
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Waban,place-waban,1021,4105,62,16,66,364,2275
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Brookline Hills,place-brkhl,164,227,62,3,4,79,2276
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Chestnut Hill,place-chhil,899,4114,62,15,66,338,2277
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Newton Highlands,place-newtn,118,1286,62,2,21,32,2278
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Warren Street,place-wrnst,1084,8623,62,17,139,467,2279
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Brookline Village,place-bvmnl,647,820,62,10,13,82,2280
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Chestnut Hill Avenue,place-chill,608,4285,62,10,69,111,2281
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Northeastern University,place-nuniv,192,1042,62,3,17,134,2282
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Washington Square,place-bcnwa,683,8697,62,11,140,352,2283
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Washington Street,place-wascm,1470,8153,62,24,131,358,2284
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Woodland,place-woodl,864,4053,62,14,65,310,2285
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Allston Street,place-alsgr,705,7377,62,11,119,613,2286
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Amory Street,place-amory,1608,2426,62,26,39,1158,2287
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Arlington,place-armnl,25149,21834,62,406,352,4285,2288
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Babcock Street,place-babck,1402,3896,62,23,63,1122,2289
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Back of the Hill,place-bckhl,99,2493,62,2,40,66,2290
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Ball Square,place-balsq,4172,397,62,67,6,253,2291
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Beaconsfield,place-bcnfd,488,4746,62,8,77,524,2292
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Blandford Street,place-bland,2621,1774,62,42,29,1109,2293
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Boston College,place-lake,0,3781,62,0,61,0,2294
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Boston University Central,place-bucen,2396,2725,62,39,44,1150,2295
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Boston University East,place-buest,2183,1723,62,35,28,1132,2296
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Boylston,place-boyls,53182,17242,62,858,278,4184,2297
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Brandon Hall,place-bndhl,246,3461,62,4,56,470,2298
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Brigham Circle,place-brmnl,595,7370,62,10,119,372,2299
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Brookline Hills,place-brkhl,665,4257,62,11,69,590,2300
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Brookline Village,place-bvmnl,1603,8104,62,26,131,637,2301
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Chestnut Hill,place-chhil,583,3410,62,9,55,415,2302
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Chestnut Hill Avenue,place-chill,498,5486,62,8,88,98,2303
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Chiswick Road,place-chswk,408,5968,62,7,96,178,2304
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Cleveland Circle,place-clmnl,0,5561,62,0,90,0,2305
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Coolidge Corner,place-cool,4899,14785,62,79,238,599,2306
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Copley,place-coecl,71360,44627,62,1151,720,4776,2307
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Chiswick Road,place-chswk,588,3440,62,9,55,170,2308
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Cleveland Circle,place-clmnl,0,4522,62,0,73,0,2309
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Coolidge Corner,place-cool,4395,11686,62,71,188,293,2310
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Copley,place-coecl,56898,110123,62,918,1776,5209,2311
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Dean Road,place-denrd,408,2053,62,7,33,104,2312
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,East Somerville,place-esomr,5600,2409,62,90,39,1611,2313
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Eliot,place-eliot,600,2030,62,10,33,205,2314
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Englewood Avenue,place-engav,379,2341,62,6,38,72,2315
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Fairbanks Street,place-fbkst,527,1876,62,8,30,228,2316
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Fenway,place-fenwy,2422,7294,62,39,118,593,2317
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Fenwood Road,place-fenwd,439,4052,62,7,65,208,2318
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Gilman Square,place-gilmn,30643,6225,62,494,100,1566,2319
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Government Center,place-gover,197632,41967,62,3188,677,6543,2320
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Griggs Street,place-grigg,991,2772,62,16,45,375,2321
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,North Station,place-north,22489,1666,62,363,27,452,2322
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Packard's Corner,place-brico,172,277,62,3,4,44,2323
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Park Street,place-pktrm,14185,39036,62,229,630,1049,2324
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Prudential,place-prmnl,514,3813,62,8,61,158,2325
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Reservoir,place-rsmnl,654,487,62,11,8,80,2326
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Riverside,place-river,0,1491,62,0,24,0,2327
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Riverway,place-rvrwy,66,281,62,1,5,10,2328
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Saint Mary's Street,place-smary,88,252,62,1,4,29,2329
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Saint Paul Street,place-stpul,82,108,62,1,2,27,2330
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Science Park/West End,place-spmnl,411,595,62,7,10,124,2331
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,South Street,place-sougr,174,114,62,3,2,12,2332
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Summit Avenue,place-sumav,107,124,62,2,2,17,2333
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Sutherland Road,place-sthld,129,143,62,2,2,22,2334
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Symphony,place-symcl,789,1341,62,13,22,149,2335
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Tappan Street,place-tapst,61,296,62,1,5,9,2336
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Union Square,place-unsqu,749,0,62,12,0,12,2337
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Waban,place-waban,105,175,62,2,3,30,2338
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Warren Street,place-wrnst,180,541,62,3,9,30,2339
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Washington Square,place-bcnwa,68,250,62,1,4,13,2340
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Washington Street,place-wascm,161,532,62,3,9,23,2341
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Woodland,place-woodl,126,470,62,2,8,24,2342
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_03,AM_PEAK,Allston Street,place-alsgr,1142,551,62,18,9,149,2343
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_03,AM_PEAK,Amory Street,place-amory,372,2087,62,6,34,177,2344
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Chestnut Hill,place-chhil,128,809,62,2,13,63,2345
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Chestnut Hill Avenue,place-chill,161,500,62,3,8,11,2346
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Chiswick Road,place-chswk,86,327,62,1,5,17,2347
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Cleveland Circle,place-clmnl,0,375,62,0,6,0,2348
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Coolidge Corner,place-cool,185,773,62,3,12,18,2349
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Copley,place-coecl,4850,14160,62,78,228,663,2350
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Brandon Hall,place-bndhl,419,1566,62,7,25,259,2351
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Brigham Circle,place-brmnl,627,7926,62,10,128,224,2352
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Brookline Hills,place-brkhl,2229,2902,62,36,47,486,2353
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Brookline Village,place-bvmnl,3193,5882,62,52,95,508,2354
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Chestnut Hill,place-chhil,1499,3569,62,24,58,357,2355
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Chestnut Hill Avenue,place-chill,531,3718,62,9,60,82,2356
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Chiswick Road,place-chswk,404,3204,62,7,52,134,2357
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Cleveland Circle,place-clmnl,0,3921,62,0,63,0,2358
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Coolidge Corner,place-cool,4737,10320,62,76,166,312,2359
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Copley,place-coecl,50745,76496,62,818,1234,3904,2360
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Dean Road,place-denrd,325,2094,62,5,34,100,2361
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,East Somerville,place-esomr,2797,1246,62,45,20,660,2362
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Eliot,place-eliot,884,2278,62,14,37,221,2363
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Englewood Avenue,place-engav,296,2548,62,5,41,63,2364
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Fairbanks Street,place-fbkst,418,1972,62,7,32,232,2365
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Fenway,place-fenwy,3826,4545,62,62,73,533,2366
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Fenwood Road,place-fenwd,345,2664,62,6,43,188,2367
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Gilman Square,place-gilmn,11339,3788,62,183,61,626,2368
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Government Center,place-gover,151142,25408,62,2438,410,4453,2369
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Griggs Street,place-grigg,656,3303,62,11,53,383,2370
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Harvard Avenue,place-harvd,3627,9674,62,59,156,423,2371
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Hawes Street,place-hwsst,497,824,62,8,13,464,2372
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Haymarket,place-haecl,37188,7692,62,600,124,2429,2373
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Heath Street,place-hsmnl,0,3022,62,0,49,0,2374
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Hynes Convention Center,place-hymnl,19450,57243,62,314,923,2120,2375
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Kenmore,place-kencl,9165,38369,62,148,619,1628,2376
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Kent Street,place-kntst,783,1458,62,13,24,456,2377
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Lechmere,place-lech,20739,6827,62,334,110,980,2378
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Longwood,place-longw,5636,4287,62,91,69,558,2379
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Longwood Medical Area,place-lngmd,840,8647,62,14,139,344,2380
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Magoun Square,place-mgngl,4198,777,62,68,13,498,2381
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Medford/Tufts,place-mdftf,23399,0,62,377,0,377,2382
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Mission Park,place-mispk,237,4220,62,4,68,124,2383
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Museum of Fine Arts,place-mfa,784,6533,62,13,105,477,2384
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Newton Centre,place-newto,1212,4771,62,20,77,299,2385
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Newton Highlands,place-newtn,1029,4060,62,17,65,245,2386
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Northeastern University,place-nuniv,2162,10645,62,35,172,572,2387
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,North Station,place-north,66042,12183,62,1065,196,1964,2388
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Packard's Corner,place-brico,1829,3795,62,30,61,528,2389
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Park Street,place-pktrm,101391,102787,62,1635,1658,4425,2390
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Prudential,place-prmnl,3224,20558,62,52,332,858,2391
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Reservoir,place-rsmnl,2101,4220,62,34,68,394,2392
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Riverside,place-river,0,10124,62,0,163,0,2393
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Riverway,place-rvrwy,273,3470,62,4,56,72,2394
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Saint Mary's Street,place-smary,2722,2928,62,44,47,471,2395
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Saint Paul Street,place-stpul,680,3667,62,11,59,404,2396
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Science Park/West End,place-spmnl,10126,3092,62,163,50,1096,2397
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,South Street,place-sougr,356,1549,62,6,25,63,2398
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Summit Avenue,place-sumav,809,2693,62,13,43,280,2399
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Sutherland Road,place-sthld,522,2769,62,8,45,177,2400
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Symphony,place-symcl,1468,4970,62,24,80,224,2401
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Dean Road,place-denrd,164,4117,62,3,66,171,2402
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Tappan Street,place-tapst,73,1165,62,1,19,51,2403
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,East Somerville,place-esomr,1385,1199,62,22,19,419,2404
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Union Square,place-unsqu,683,0,62,11,0,11,2405
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Eliot,place-eliot,360,3021,62,6,49,278,2406
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Waban,place-waban,81,510,62,1,8,173,2407
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Englewood Avenue,place-engav,144,5335,62,2,86,90,2408
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Warren Street,place-wrnst,232,2610,62,4,42,157,2409
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Fairbanks Street,place-fbkst,243,4150,62,4,67,409,2410
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Washington Square,place-bcnwa,62,1740,62,1,28,68,2411
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Fenway,place-fenwy,2878,5629,62,46,91,734,2412
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Washington Street,place-wascm,149,2800,62,2,45,118,2413
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Fenwood Road,place-fenwd,246,3848,62,4,62,314,2414
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Woodland,place-woodl,79,770,62,1,12,159,2415
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Gilman Square,place-gilmn,8888,2066,62,143,33,400,2416
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_09,NIGHT,Allston Street,place-alsgr,41,799,62,1,13,61,2417
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Government Center,place-gover,94567,24975,62,1525,403,3273,2418
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_09,NIGHT,Amory Street,place-amory,74,205,62,1,3,111,2419
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Griggs Street,place-grigg,695,6434,62,11,104,715,2420
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_09,NIGHT,Arlington,place-armnl,1368,1928,62,22,31,326,2421
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_07,EVENING,Harvard Avenue,place-harvd,4247,19201,62,69,310,810,2422
Light Rail,Fall 2024,Green,Green Line,WB,day_type_01,Weekday,time_period_09,NIGHT,Babcock Street,place-babck,78,335,62,1,5,107,2423
